,title,view
13804,이/MM 영화/NNG 는/JX 아맥/XR 개봉/NNG 안/MAG 하/VV 겠/EP 죠/EF ?/SF,838
13805,2/SN 시간/NNG 도/JX 안/NNP 남/VV 았/EP 네요/EC,1024
13806,블랙/NNG 팬/NNG 서/JKB 시사회/NNG 표/NNG 수령/NNG 하/XSV 였/EP 습니다/EC,1375
13807,블랙/NNG 팬/NNG 서/JKB 시사회/NNG 티켓/NNG ~/SO !!/SF,1292
13808,블랙/NNG 팬서/NNG 시사회/NNG 티켓/NNG 인증/NNG 이/VCP 요/EC,863
13809,넷플릭스/NNP 오리지널/NNG 영화/NNG 중/NNB 보/VV ㄹ/ETM 만/NNB 하/XSA ㄴ/ETM 것/NNB 있/VV 나요/EF ??/SF,1237
13810,위대/XR 하/XSA ㄴ/ETM 쇼/NNG 맨/MM 19/SN 차/NNB 하/XSV 러/EC 오/VV 았/EP 어요/EC ~~/SO,943
13811,무대인사/NNG 예매/NNG 는/JX ../SE,855
13812,쥬라기/NNG 월드/NNG 공식/NNG 예고편/NNG 2/SN 번역/NNG 하/XSV 였/EP 어요/EC,542
13813,[/SS 사라지/VV ㄴ/ETM 밤/NNG ]/SS 캐릭터/NNG 포스터/NNG 3/SN 종/NNG,798
13814,2/SN 월/NNB 관람/NNG 예정/NNG 영화/NNG 들/XSN,534
13815,./SF,1401
13816,넷플릭스/NNP 영화/NNG 개봉작/NNG 있/VV 나요/EF ?/SF,914
13817,주말/NNG 3/SN 편/NNB 의/JKG 영화/NNG 를/JKO 보/VV 고/EC .../SE,614
13818,영화/NNG 는/JX 안/NNG 보/VV 고/EC 포토티켓/NNG 만/JX 뽑/VV 아/EC 오/VX 았/EP 습니다/EC,1001
13819,질문/NNG !/SF 파/NNG 코/NNP 니/NNG 에서/JKB 무엇/NP 무엇/NP 이/JKS 나오/VV 나요/EF ?/SF,989
13820,한국/NNP 최고/NNG 의/JKG 전쟁/NNG 영화/NNG 는/JX ?/SF,1303
13821,오늘/NNG 영화/NNG 보/VV 고/EC 주/VV 은/ETM 굿즈/NNG 들/XSN !/SF,796
13822,포토티켓/NNG 제작/NNG 1/SN 일/NNB 남/VV 았/EP 다고/EC 뜨/VV 는데/EF .../SE,872
13823,"위대/XR 하/XSA ㄴ/ETM 쇼맨/NNG 17/SN ,/SP 18/SN 차/NNB 하/VV 러/EC 오/VV 았/EP 어요/EC",739
13824,./SF,2579
13825,가장/MAG 기다리/VV 시/EP 는/ETM 시사회/NNG 가/JKS 무엇/NP 이/VCP 시/EP ㄴ가요/EF ?/SF !/SF ㅎ/NNG ㅎ/NNG,1310
13826,[/SS 블/NNG 랙/NNP 팬서/NNG ]/SS 새/MM IMAX/SL 포스터/NNG 공개/NNG,1631
13827,블랙/NNG 팬서/NNG 에서/JKB 가장/MAG 좋아하/VV 는/ETM 배우/NNG,2505
13828,[/SS 블/NNG 랙/NNP 팬서/NNG ]/SS 나누/VV ㅁ/ETN 홍보/NNG 하/XSV ㅂ니다/EF ..../SE,717
13829,CGV/SL 용산/NNP 가/VV ㄹ/ETM 곳/NNG 이/JKS 못/MAG 되/VV 는/ETM 것/NNB 같/VA 습니다/EC,4544
13830,혹시/MAG &/SW lt/SL ;/SP 신/NNG 의/JKG 나라/NNG &/SW gt/SL ;/SP 는/JX 개봉/NNG 정보/NNG 뜨/VV ㄴ/ETM 것/NNB 이/JKS 없/VA 을까요/EF ?/SF,643
13831,아카데미/NNG 작품/NNG 중/NNB 가장/MAG 기대/NNG 되/XSV 는/ETM 거/NNB 뭐/NP 이/VCP ㄴ가요/EF ??/SF,980
13832,이/MM 영화/NNG 의/JKG 상영관/NNG 은/JX 어떻/VA 게/EC 되/VV ㄹ까요/EF ?/SF,696
13833,[/SS 플로리다/NNP 프로젝트/NNG ]/SS 보/NNG 고/EC 오/VV 았/EP 습니다/EF ./SF,2412
13834,오늘/NNG 두/MM 번/NNB 째/XSN 영화/NNG,429
13835,롯데시네마/NNP vip/SL 관람/NNG 권/XSN 은/JX ..../SE,624
13836,드디어/MAG 오늘/NNG 이/VCP 네요/EC,746
13837,블랙/NNG 팬/NNG 서/JKB 예고편/NNG 자막/NNG 이상/NNG 하/XSA ㄴ/ETM 거/NNB 아니/VCN ㄴ가요/EF ?/SF,1093
13838,2/SN 월/NNB 2/SN 일/NNB 영화/NNG 좌석/NNG 점/NNG 유/NNG 율/XSN,800
13839,용아맥/NNG N/SL 열/NNG 은/JX 어떻/VA 어요/EF ?/SF,1830
13840,이/MM 영화/NNG 제목/NNG 알/VV 시/EP 는/ETM 분/NNB 계시/VV ㄹ까요/EF ?/SF ?/SF,831
13841,[/SS 블/NNG 랙/NNP 팬서/NNG ]/SS 새/MM 스틸/NNG 8/SN 종/NNG 공개/NNG,1514
13842,타노스/NNP 팬아트/NNG,1919
13843,이거/NP 뭐/NP 이/VCP ㄴ가요/EF .../SE ?/SF,1033
13844,익무/NNG 가/JKS 좋/VA 은/ETM 점/NNG 은/JX 이것/NP 도/JX 있/VV 는/ETM 것/NNB 같/VA 아요/EF !/SF,1005
13845,2018/SN 년/NNB 디즈니/NNP 라인업/NNG 10/SN 편/NNB,2974
13846,마블/NNG '/SS 블랙/NNG 팬서/NNG '/SS 스크린/NNG X/SL 예고편/NNG,1856
13847,블랙/NNG 팬/NNG 서/JKB 보/VV 았/EP 는데/EF ..../SE,13106
13848,블랙/NNG 팬/NNG 서/JKB 보/VV 았/EP 습니다/EC,4355
13849,3/SN 월/NNB 의/JKG 롯데/NNP 라인업/NNG 은/JX '/SS 지금/MAG 만나/VV 러/EC 가/VV ㅂ니다/EC '/SS 같/VA 네요/EC,717
13850,아카데미/NNG 영화/NNG 들/XSN 기획전/NNG 으로/JKB 보/VV 시/EP 나요/EF ?/SF 개봉/NNG 후/NNG 에/JKB 보/VV 시/EP 나요/EF ?/SF ?/SF,1030
13851,블랙/NNG 팬/NNG 서/JKB 대/NNG 기/ETN 중/NNB ./SF ./SE,2044
13852,블랙/NNG 팬/NNG 서/JKB 언론/NNG 시사/NNG 오/VV 았/EP 는/EF 데/EC .../SE,4224
13853,'/SS 블랙/NNG 팬서/NNG '/SS 보/VV 러/EC 오/VV 았/EP 습니다/EF ./SF,1141
13854,뮤지컬/NNG ./SF .../SE ?/SF,484
13855,오늘/NNG 이/VCP 네/EF 요/EC .../SE,473
13856,CGV/SL 아직/MAG 까지/JX 주말/NNG 시간표/NNG 안/MAG 나오/VV ㄴ/ETM 곳/NNG 이/JKS 있/VV 네요/EC ㅠ/SWK ㅠ/MAG,753
13857,꿈/NNG 에서/JKB 블랙/NNG 팬서/NNG 가/JKS 나오/VV 았/EP 어/EF 여/EC ..../SE,659
13858,블랙/NNG 팬/NNG 서/JKB 영등포/NNP 스타리움/NNG 좌석/NNG 어디/NP 가/JKS 좋/VA 을까요/EF ?/SF,1129
13859,2018/SN 년/NNB 아직/MAG 까지/JX 최악/NNG 의/JKG 영화/NNG .../SE,2241
13860,‘/SS 어벤/NNP 져/NNG 스/NNP 인피니티워/NNG ’/SS ’/SS 팬/NNG 포스터/NNG,2746
13861,압구정/NNP CGV/SL 에/JKB 플로리다/NNP 프로젝트/NNG 엽서/NNG 있/VV 네요/EC,1864
13862,[/SS 블/NNG 랙/NNP 팬서/NNG ]/SS 포토티켓/NNG 이미지/NNG,5521
13863,2018/SN 년/NNB 2/SN 월/NNB 개봉/NNG 예정/NNG 영화/NNG 소개/NNG 및/MAG 정리/NNG ./SP jpg/SL,2123
13864,아카데미/NNG 기획전/NNG 고민/NNG 이/VCP 네요/EC,1177
13865,1/SN 일/NNB 이/VCP 어서/EC 포토티켓/NNG 뽑/VV 아/EC 보/VV 았/EP 습니다/EF !/SF,435
13866,가장/MAG 잘/MAG 맞/VV 는/ETM 평론가/NNG (/SS 기자/NNG )/SS 가/JKS 누구/NP 이/VCP ㄴ가요/EF ?/SF ?/SF,942
13867,1/SN 월/NNB 에/JKB 극장/NNG 에서/JKB 보/VV ㄴ/ETM 영화/NNG 들/XSN,347
13868,오랜만/NNG 에/JKB 꼭/MAG 보/VV 아야/EC 되/XSV ㄹ/ETM 것/NNB 같/VA 은/ETM 일본/NNP 영화/NNG 가/JKS 생기/VV 었/EP 네요/EF !/SF !/SF ㅋ/NNG,850
13869,cgv/SL 아카데미/NNG 기획전/NNG ./SF ./SE,1489
13870,cgv/SL vip/SL 2/SN 차/NNB 쿠폰/NNG 풀리/VV 었/EP 네요/EC ㅠ/SWK ㅠ/MAG,2186
13871,[/SS 플로리다/NNP 프로젝트/NNG ]/SS 국내/NNG 메인/NNG 포스터/NNG 2/SN 종/NNG 공개/NNG,1962
13872,./SF,435
13873,오늘/NNG 생일/NNG 이/VCP 시/EP ㄴ/ETM 분/NNG ㅎ/NNG ㅎ/NNG,611
13874,./SF,427
13875,블랙/NNG 팬/NNG 서/JKB 스크린/NNG x/SL 개봉/NNG 확정/NNG 이/VCP ㄴ가요/EF ?/SF,800
13876,아카데미/NNG 기획전/NNG 중/NNB 두/MM 작품/NNG 이/JKS 가장/MAG 인기/NNG 가/JKS 많/VA 은/ETM 듯/NNB 하/XSA 네요/EC ㅎ/NNG ㅎ/NNG,1879
13877,./SF,888
13878,./SF,689
13879,아카데미/NNG 기획전/NNG 부산/NNP 서/NNG 면/EC 예매/NNG 풀리/VV 었/EP 어요/EF !/SF,645
13880,블랙/NNG 팬/NNG 서/JKB 시사회/NNG 당첨/NNG 되/VV 시/EP 지/EC 못하/VX ㄴ/ETM 분/NNB 들/XSN !/SF !/SE !/SF !/SF,1148
13881,블랙/NNG 팬서/NNG 시사회/NNG 당첨/NNG 되/XSV 었/EP 는데/EC,672
13882,정말/MAG 화/NNG 가/JKS 나/VV 네요/EF .../SE (/SS 메박/NNG )/SS,1287
13883,코/NNP 코/NNG 보/VV 러/EC 오/VV 았/EP 네요/EC,275
13884,익무/NNG 시작/NNG 하/XSV ㄴ/ETM 뒤/NNG 로/JKB 기록/NNG 적/XSN 이/VCP ㄴ/ETM 1/SN 월/NNB 이/VCP 었/EP 습니다/EC,569
13885,블랙/NNG 팬/NNG 서/JKB 시사회/NNG 당첨/NNG 되/XSV 었/EP 네요/EC,744
13886,블랙/NNG 팬/NNG 서/JKB 시사회/NNG 당첨/NNG 되/XSV 었/EP 어요/EF !/SF !/SF,831
13887,[/SS 플로리다/NNP 프로젝트/NNG ]/SS 티/NNG 저/NNP 포스터/NNG 3/SN 종/NNG,2235
13888,블랙/NNG 팬/NNG 서/JKB 시사회/NNG 당첨/NNG 되/VV 시/EP ㄴ/ETM 분/NNB 들/XSN 계시/VV ㄴ가요/EF ?/SF,710
13889,아카데미/NNG 기획전/NNG 플로리다/NNP 프로젝트/NNG 도/JX !/SF !/SF,1236
13890,역대/NNG 최악/NNG 의/JKG 1/SN 월/NNB 극장/NNG 에서/JKB 14/SN 편/NNB 관람/NNG 하/XSA 였/EP 네요/EF .../SE,1281
13891,2/SN 월/NNB 재/XPN 개봉/NNG 예정/NNG 영화/NNG 4/SN 편/NNB ./SP jpg/SL,1035
13892,제/NP 가/JKS 요즘/NNG CGV/SL 를/JKO 잘/MAG 안/MAG 가/VV 기/ETN ㄴ/JX 하/VX 였/EP 나/EC 보/VX 아요/EC ㅋㅋ/IC ㅋ/NNG,868
13893,앤트맨/NNP 과/JC 와/NNP 스/NNG 프/NNP 예고편/NNG 번역/NNG 하/XSV 여/EC 보/VX 았/EP 어요/EF ./SF,647
13894,"CGV/SL 아트/NNG 하/NNP 우/NNG 스/NNP ,/SP '/SS 2018/SN 아카데미/NNG 기획전/NNG '/SS 2/SN //SP 8/SN ~/SO 3/SN //SP 21/SN 진행/NNG 확정/NNG",3309
13895,요즘/NNG 영화/NNG 음악/NNG 좋/VA 은/ETM 것/NNB 이/JKS 정말/MAG 많/VA 네요/EC,728
13896,아이맥스/NNG 로/JKB 보/VV 는/ETM 이유/NNG 가/JKS 무엇/NP 이/VCP ㄴ가요/EF ?/SF,1410
13897,최근/NNG 가장/MAG 마음/NNG 에/JKB 들/VV 는/ETM 포스터/NNG,1010
13898,아카데미/NNG 기획전/NNG 기사/NNG 를/JKO 보/VV 다가/EC 궁금/XR 하/XSA ㄴ/ETM 것/NNB 이/JKS ../SF,1160
13899,"위대/XR 하/XSA ㄴ/ETM 쇼/NNG 맨/MM 15/SN ,/SP 16/SN 차/NNB 하/VV 러/EC 오/VV 았/EP 습니다/EF !/SF",471
13900,블랙/NNG 팬서/NNG 의/JKG 평/NNG 을/JKO 보/VV 니/EF ./SF .../SE,1915
13901,오늘/NNG 용산/NNP 씨/NNB 집/NNG 단체/NNG 관람/NNG 많/VA 나/VV 아/EC 보/VV 네/NNG 요/EC,994
13902,MCU/SL 20/SN 개/NNB 작품/NNG 들/XSN 티/NNG 저/NNP 포스터/NNG 모음/NNG,596
13903,드디어/MAG 오늘/NNG 이/VCP 군요/EF ../SE,1869
13904,[/SS 그것/NP 만/JX 이/JKS 나/NP 의/JKG 세상/NNG ]/SS 리뷰/NNG 포스터/NNG,638
13905,[/SS 블/NNG 랙/NNP 팬서/NNG ]/SS 아트/NNG 포스터/NNG,912
13906,'/SS 아/NNP 트/NNG 나/NNP 이/VCP ㄴ/ETM '/SS 1/SN 월/NNB 포스터/NNG 증정/NNG 이벤트/NNG,1212
13907,관/NNG 크/NNP 이/VCP 라는/ETM 말/NNG 을/JKO 보/VV 면/EC 생각나/VV 는/ETM 영화/NNG,764
13908,아직/MAG 끝나/VV ㄹ/ETM 때/NNG 까지/JX 는/JX 끝나/VV ㄴ/ETM 것/NNB 이/JKC 아니/VCN 다/EF ./SF,777
13909,"넷플릭스/NNP 드라마/NNG ,/SP 영화/NNG 추천/NNG 하/XSV 여/EC 주/VX 시/EP 어요/EC",2880
13910,2/SN 월/NNB 문화/NNG 의/JKG 나/NP ㄹ/JKO 벌써/MAG 부터/JX 기대/NNG 되/XSV 네요/EF .../SE,1155
13911,내일/NNG 블랙/NNG 팬/NNG 서/JKB 시사회/NNG 당첨/NNG 발표/NNG 는/JX 몇/MM 시/NNB 에/JKB 나오/VV ㄹ까요/EF ?/SF,762
13912,./SF,521
13913,시사회/NNG 로/JKB N/SL 차/NNG 하/VV 시/EP 는/ETM 분/NNB 들/XSN 도/JX 계시/VV ㄴ가요/EF ?/SF !/SF,454
13914,이/MM 영화/NNG 들/XSN 엔딩/NNG 좋아하/VV 시/EP ㄴ/ETM 분/NNB 들/XSN 은/JX 없/VA 나요/EF ?/SF,980
13915,블랙/NNG 팬서/NNG 2/SN D/SL 는/JX MX/SL 관/NNG 이/JKS 제/XPN 일/NR 좋/VA 을까요/EF ?/SF,1287
13916,마블/NNG '/SS 블랙/NNG 팬서/NNG '/SS 국내/NNG 등급/NNG 심의/NNG 완료/NNG (/SS 2/SN D/SL )/SS,2220
13917,음악/NNG 이/JKS 좋/VA 았/EP 던/ETM 영화/NNG 알리/VV 어/EC 주/VX 시/EP 어요/EF !/SF,1002
13918,[/SS 블/NNG 랙/NNP 팬서/NNG ]/SS 심의/NNG 도/JX 안/MAG 받/VV 고/EC 예매/NNG 시작/NNG 하/XSV 여/EC '/SS 논란/NNG '/SS,2546
13919,[/SS 블/NNG 랙/NNP 팬서/NNG ]/SS 새/MM 중국/NNP 포스터/NNG,2415
13920,애니/NNG 영화/NNG 추천/NNG 좀/MAG 하/VV 여/EC 주/VX 시/EP 어요/EF !/SF,770
13921,"위대/XR 하/XSA ㄴ/ETM 쇼맨/NNG 13/SN ,/SP 14/SN ,/SP 15/SN 차/NNB 하/VV 러/EC 오/VV 았/EP 습니다/EF ./SF",666
13922,'/SS 플로리다/NNP 프로젝트/NNG '/SS GV/SL 예매/NNG 가능/NNG 하/XSA ㅂ니다/EF ./SF,1642
13923,./SF,651
13924,오/NNP 넷플릭스/NNP 에/JKB 제/NP 가/JKS 보/VV 고/EC 싶/VX 은/ETM 영화/NNG 가/JKS 있/VV 었/EP 군요/EC ~/SO,1790
13925,오늘/NNG 저/NP 는/JX ../SE ./SF,337
13926,범죄/NNG 도시/NNG 30/SN 년/NNB 후/NNG ./SF ./SE ./SF,937
13927,무대인사/NNG 어느/MM 자리/NNG 로/JKB 가/VV ㄹ까요/EF ./SF ./SE,604
13928,이/MM 두/MM 작품/NNG 은/JX 아카데미/NNG 기획전/NNG 확정/NNG 이/VCP ㄴ/ETM 것/NNB 같/VA 네요/EC,2267
13929,위대/XR 하/XSA ㄴ/ETM 쇼맨/NNG 3/SN 차/NNB 관람/NNG 하/VV 고/EC 오/VV 았/EP 어요/EC ~/SO !/SF,464
13930,코엑스/NNP MX/SL 관/NNG 자리/NNG 질문/NNG,2967
13931,7/SN 일/NNB 남/VV 았/EP 습니다/EF .../SE,386
13932,4/SN DX/SL 관련/NNG 이벤트/NNG 가/JKS 하나/NR 뜨/VV 었/EP 는데/EF ..../SE,1250
13933,저/NP 도/JX 고민/NNG 하/XSV 여/EC 보/VX 았/EP 는데/EC,335
13934,이번/NNG 주/NNG 북미/NNP 박스오피스/NNG 에/JKB .../SE,1011
13935,영화/NNG 추천/NNG 좀/MAG 하/VV 여/EC 주/VX 시/EP 어요/EC -/SS !/SF,412
13936,블랙/NNG 팬/NNG 서/JKB CGV/SL 예매/NNG 율/XSN 1/SN 위/NNB,2385
13937,아이맥스/NNG 시간표/NNG 가/JKS 수상/NNG 하/XSV ㅂ니다/EF ./SF,2757
13938,어/VA 벤져스/NNP 는/JX 다시/MAG 보/VV 아도/EC 참/MAG 좋/VA 습니다/EC,1519
13939,그것/NP 만/JX 이/JKS 나/NP 의/JKG 세상/NNG 을/JKO 보/VV 고/EC 들/VV ㄴ/ETM 생각/NNG (/SS 스포/NNG 있/VV 음/ETN )/SS,512
13940,&/SW lt/SL ;/SP 블레이드/NNG 러너/NNP &/SW gt/SL ;/SP 두/MM 편/NNB 연속/NNG 상영/NNG 하/XSV 면/EC 좋/VA 을/ETM 것/NNB 같/VA 습니다/EF ./SF,1051
13941,1/SN 월/NNB 달/NNG 에/JKB 영화/NNG 몇/MM 편/NNB 보/VV 시/EP 었/EP 나요/EF ?/SF,2214
13942,뒤늦/VA 게/EC '/SS 그것/NP '/SS 보/VV 았/EP 습니다/EF ./SF,816
13943,아직/MAG 극장/NNG 에서/JKB 못/MAG 보/VV 았/EP 는데/EC 다시/MAG 보/VV 고/EC 싶/VX 은/ETM 영화/NNG 이/VCP ㅂ니다/EF ./SF,389
13944,용아맥/NNG 용아맥/NNG 하/VV 시/EP 는데/EF ..../SE,1064
13945,극장/NNG 에서/JKB 처음/NNG 으로/JKB 관람/NNG 하/XSV 였/EP 던/ETM 영화/NNG ./SF jpg/SL,688
13946,cgv/SL 아카데미/NNG 기획전/NNG 때/NNG 이/MM 영화/NNG 는/JX 안/MAG 하/VV 여/EC 주/VX 겠/EP 죠/EF ..../SE ?/SF,1055
13947,영화/NNG 3/SN 시간/NNG 넘/VV 는/ETM 영화/NNG 보/VV 신/NNG 익무/NNG 님/XSN 들/XSN 께/JKB 질문/NNG !/SF !/SF !/SF,1688
13948,해외/NNG 에서/JKB 보/VV 게/EC 되/VV ㄹ/ETM 한국/NNP 감독/NNG 과/JC 배우/NNG,1254
13949,제/NP 가/JKS 익무/NNG 시작/NNG 하/XSV 고/EC 가장/MAG 기다리/VV 어/EC 오/VX ㄴ/ETM 익/NNP 무/NNG 시사회/NNG 가/JKS 오/VV 았/EP 습니다/EF ./SF,1978
13950,오늘/NNG 의/JKG 두/MM 번/NNB 째/XSN 영화/NNG,646
13951,그것/NP 만/JX 이/JKS 나/NP 의/JKG 세상/NNG 무대인사/NNG 사진/NNG (/SS 2/SN )/SS,577
13952,이/MM 영화/NNG 는/JX 정말/MAG 극장/NNG 에서/JKB 보/VV 아야/EC 겠/EP 는데/EF .../SE,1067
13953,포스터/NNG 수정/NNG ../SE 부탁/NNG 드리/VV 어요/EC ~/SO,361
13954,혹시/MAG 이/MM 영화/NNG 에/JKB 대하/VV ㄴ/ETM 정보/NNG 를/JKO 알/VV 시/EP 는/ETM 분/NNB 계시/VV 나요/EF ?/SF,545
13955,스크린/NNG X/SL 추천/NNG 좌석/NNG 은/JX 어디/NP 이/VCP ㄴ가요/EF ?/SF,3457
13956,영화/NNG [/SS 1987/SN ]/SS 2/SN 차/NNB 미션/NNG 경품/NNG 오/VV 았/EP 어요/EC,511
13957,오늘/NNG 의/JKG CGV/SL 압/NNP 구/NNG 정/NNP 일정/NNG,797
13958,&/SW lt/SL ;/SP 블/NNG 랙/NNP 팬서/NNG &/SW gt/SL ;/SP 꼭/MAG 용아맥/NNG 에서/JKB 보/VV 아야/EC 하/VX 는/ETM 이유/NNG 중/NNB 하나/NR ?/SF,3710
13959,상영/NNG 관/NNP 나/NP 의/JKG 오/VV ㄴ/EF 도/NNG ..../SE,1878
13960,위대/XR 하/XSA ㄴ/ETM 쇼맨/NNG ]/SS 좋아하/VV 시/EP 는/ETM 분/NNB 들/XSN 은/JX 한/MM 번/NNB 은/JX 보/VV 시/EP 어요/EC,2496
13961,이런/MM 상영관/NNG 어떻/VA ㄴ가요/EF ?/SF,803
13962,아카데미/NNG 하/VV 여/EC 줄/NNG 것/NNB 같/VA 은/ETM 영화/NNG 들/XSN,915
13963,[/SS 원/IC 더/NNP ]/SS 보/VV 고/EC 오/VV 았/EP 습니다/EF !/SF,497
13964,작년/NNG 내한/NNG 하/XSV ㄴ/ETM 배우/NNG 인터뷰/NNG 영상/NNG 을/JKO 오랜만/NNG 에/JKB 보/VV 고/EC 있/VX 는데/EC,391
13965,[/SS 블랙/NNG 팬서/NNG ]/SS 일본/NNP 버전/NNG 새/MM 공식/NNG 트/NNP 레/NNG 일/NNP 러/NNG !/SP !/SF,612
13966,지금/MAG 생각/NNG 하/XSV 여도/EC 2016/SN 년/NNB 아카데미/NNG 기획전/NNG 라인업/NNG 최고/NNG 이/VCP ㅂ니다/EF ./SF ㅠ/NNG ./SF ㅠ/NNG,2434
13967,익무인/NNG 을/JKO 위하/VV 여/EC 준비/NNG 하/XSV 였/EP 습니다/EF ..../SE,2077
13968,2/SN 월/NNB 달/NNG ./SF ../SE 무슨/MM 일/NNG 이/JKS 있/VV 어도/EC 꼭/MAG 보/VV 아야/EC 하/VX 는/ETM 영화/NNG ./SE ./SF,1363
13969,CGV/SL 2018/SN 아카데미/NNG 기획전/NNG (/SS 2/SN //SP 8/SN ~/SO 3/SN //SP 21/SN )/SS,2909
13970,블라인드/NNG 시사회/NNG 하/VV 였/EP 던/ETM (/SS 개봉/NNG 되/XSV ㄴ/ETM )/SS 영화/NNG 중/NNB 에/JKB 가장/MAG 괜찮/VA 았/EP 던/ETM 작품/NNG 뭐/NP 있/VV 나요/EF ?/SF,914
13971,저/NP 만/JX 극장/NNG 안/MAG 가/VV 는/ETM 거/NNG 이/VCP 었/EP 어요/EC,1091
13972,블루레이/NNP 플레이어/NNG 질문/NNG,451
13973,용아맥/NNG 블랙/NNG 팬서/NNG 2/SN //SP 18/SN (/SS 일/NNG )/SS 13/SN :/SP 20/SN 취소/NNG 하/XSA ㅂ니다/EF !/SF,971
13974,블랙/NNG 팬/NNG 서/JKB 용아맥/NNG 예매/NNG 성공/NNG !/SF !/SF,548
13975,용아맥/NNG 15/SN 일/NNB 열리/VV 었/EP 네요/EC,262
13976,당첨/NNG 되/XSV 기/ETN ㄴ/JX 하/VX 였/EP 는데/EF ..../SE,765
13977,CGV/SL 시사회/NNG 첫/MM 당첨/NNG 이/VCP 네요/EF !/SF,2202
13978,코/NNP 코/NNG 가/JKS 이번/NNG 주/NNG 박스오피스/NNG 1/SN 위/NNG 하/XSV ㄹ/ETM 거/NNB 같/VA 네요/EF ./SF,514
13979,아/XR 맥/NNG 시사회/NNG 당첨/NNG 은/JX 처음/NNG 이/VCP 네요/EC ㅎ/NNG ㅎ/NNG,577
13980,코엑스/NNP 메가박스/NNG 가/JKS 다른/MM 극장/NNG 보다/JKB 좋/VA 은/ETM 점/NNG 이/JKS 있/VV 네요/EC,2374
13981,작년/NNG BIFAN/SL 에서/JKB [/SS 관/NNP 종/NNG ]/SS 이/VCP 라는/ETM 제목/NNG 으로/JKB 개봉/NNG 하/XSV 였/EP 던/ETM 영화/NNG,2030
13982,현재/MAG 예매/NNG 율/XSN 이/VCP ㅂ니다/EF !/SF,959
13983,주말/NNG 영화/NNG 일정/NNG 고민/NNG 이/VCP ㅂ니다/EF ./SF ../SE 이/VCP 었/EP 습니다/EC (/SS -/SS _/SS -/SS ;/SP )/SS,496
13984,"지금/MAG ,/SP 만나/VV 러/EC 가/VV ㅂ니다/EF .../SE",637
13985,"[/SS 지금/MAG ,/SP 만나/VV 러/EC 가/VV ㅂ니다/EF ]/SS 스페셜/NNG 스틸/NNG (/SS 재/XPN 개봉/NNG )/SS",408
13986,다음/NNG 주/NNG 까지/JX 는/JX 보/VV ㄹ/ETM 영화/NNG 가/JKS 많/VA 네요/EF .../SE,576
13987,이번/NNG 블랙/NNG 팬/NNG 서/JKB 시사회/NNG 는/JX 무대인사/NNG 가/JKS 없/VA 나/EC 보/VV 네/EF 요/EC .../SE,789
13988,인피니티/NNG 워/NNP 소식/NNG,1331
13989,궁금/XR 하/XSA ㄴ/ETM 게/EC 있/VV 어요/EF !/SF,319
13990,오늘/NNG 보/VV 는/ETM 영화/NNG,540
13991,"[/SS 지금/MAG ,/SP 만나/VV 러/EC 가/VV ㅂ니다/EF ]/SS 스페셜/NNG 포스터/NNG",2085
13992,[/SS 블/NNG 랙/NNP 팬서/NNG ]/SS 북미/NNP 심의/NNG 등급/NNG 발표/NNG,2311
13993,2017/SN 년/NNB 최고/NNG 의/JKG 코미디/NNG 영화/NNG,4083
13994,저/NP 도/JX 모르/VV 게/EC 하/VX ㄴ/ETM 이런/MM 생각/NNG 을/JKO 하/VV 였/EP 네요/EC ㅋㅋ/IC ㅋ/NNG,381
13995,현재/MAG 저/NP 의/JKG 좌석/NNG 상황/NNG ㅠ/SWK ㅠ/SH,783
13996,./SF,332
13997,[/SS 그것/NP 만/JX 이/JKS 나/NP 의/JKG 세상/NNG ]/SS 무대인사/NNG 일정/NNG (/SS 1/SN //SP 25/SN 일정/NNG 추가/NNG )/SS,666
13998,[/SS 세/MM 번/NNB 째/XSN 살인/NNG ]/SS 7/SN 주/NNB 차/NNB 상영관/NNG 안내/NNG,317
13999,[/SS 그것/NP 만/JX 이/JKS 나/NP 의/JKG 세상/NNG ]/SS 무대인사/NNG ㅠ/SWK ㅠ/SH,711
14000,'/SS 그것/NP 만/JX 이/JKS 나/NP 의/JKG 세상/NNG '/SS 초간단/NNG 리뷰/NNG,1783
14001,이번/NNG 주/NNG 개봉/NNG 영화/NNG,551
14002,한국/NNP 영화/NNG 는/JX 뮤지컬/NNG 영화/NNG 가/JKS 없/VA 나요/EF ?/SF,1400
14003,그것/NP 만/JX 이/JKS 나/NP 의/JKG 세상/NNG 롯데/NNP 3/SN 차/NNB 1/SN +/SW 1/SN 열리/VV 었/EP 습니다/EC,556
14004,이번/NNG 오스카/NNP 너무/MAG 아쉽/VA ㄴ/ETM 점/NNG ./SF,3472
14005,지금/NNG 은/JX 수정/NNG 하/XSA 였/EP 네요/EC,593
14006,위대/XR 하/XSA ㄴ/ETM 쇼맨/NNG 12/SN 차/NNB 하/XSV 러/EC 오/VX 았/EP 네요/EF !/SF !/SF,574
14007,개인/NNG 적/XSN 으로/JKB 오스카/NNP 후보/NNG 에/JKB 못/MAG 들/VV ㄴ/ETM 너무/MAG 아쉽/VA ㄴ/ETM 배우/NNG,1180
14008,오스카/NNP 후보/NNG 발표/NNG 1/SN 분/NNB 전/NNG !/SF,459
